FRACHOURS, 2SIGMALO, 2SIGMAHI, 3SIGMALO, 3SIGMAHI, 4SIGMALO, 4SIGMAHI
93.0,2.17,8.42,0.6,9.99,-0.96,11.55
93.04,2.17,8.3,0.64,9.83,-0.9,11.36
93.08,2.16,8.18,0.66,9.69,-0.85,11.19
93.13,2.16,8.08,0.68,9.56,-0.8,11.04
93.17,2.15,7.99,0.69,9.45,-0.77,10.92
93.21,2.14,7.92,0.7,9.36,-0.75,10.8
93.25,2.13,7.84,0.71,9.27,-0.72,10.7
93.29,2.12,7.8,0.7,9.22,-0.72,10.64
93.33,2.13,7.83,0.71,9.25,-0.72,10.68
93.38,2.16,7.95,0.72,9.39,-0.73,10.84
93.42,2.21,8.17,0.73,9.65,-0.76,11.14
93.46,2.25,8.5,0.69,10.06,-0.87,11.62
93.5,2.34,8.81,0.72,10.43,-0.9,12.05
93.54,2.35,9.13,0.65,10.83,-1.04,12.53
93.58,2.2,9.6,0.35,11.44,-1.5,13.29
93.63,1.84,10.16,-0.25,12.24,-2.33,14.33
93.67,1.67,10.34,-0.5,12.51,-2.67,14.68
93.71,1.78,10.12,-0.31,12.21,-2.4,14.3
93.75,1.98,9.71,0.05,11.64,-1.89,13.57
93.79,2.09,9.38,0.27,11.2,-1.55,13.03
93.83,2.13,9.12,0.38,10.87,-1.37,12.62
93.88,2.15,8.94,0.45,10.63,-1.24,12.33
93.92,2.16,8.78,0.51,10.43,-1.15,12.09
93.96,2.17,8.63,0.55,10.25,-1.06,11.86
94.0,2.17,8.48,0.59,10.06,-0.99,11.64
94.04,2.17,8.36,0.62,9.91,-0.93,11.46
94.08,2.16,8.24,0.64,9.76,-0.88,11.28
94.13,2.16,8.14,0.67,9.64,-0.83,11.13
94.17,2.15,8.05,0.67,9.53,-0.81,11
94.21,2.14,7.98,0.68,9.44,-0.78,10.89
94.25,2.13,7.9,0.69,9.34,-0.75,10.78
94.29,2.12,7.86,0.68,9.29,-0.76,10.73
94.33,2.13,7.89,0.69,9.33,-0.75,10.77
94.38,2.16,8.01,0.7,9.47,-0.76,10.93
94.42,2.22,8.22,0.72,9.73,-0.78,11.23
94.46,2.26,8.55,0.69,10.12,-0.88,11.7
94.5,2.35,8.86,0.72,10.49,-0.9,12.12
94.54,2.37,9.18,0.67,10.88,-1.04,12.58
94.58,2.21,9.65,0.35,11.5,-1.51,13.36
94.63,1.86,10.19,-0.22,12.27,-2.3,14.35
94.67,1.7,10.37,-0.47,12.54,-2.64,14.71
94.71,1.8,10.15,-0.29,12.24,-2.38,14.33
94.75,2,9.74,0.07,11.67,-1.87,13.61
94.79,2.12,9.41,0.29,11.24,-1.53,13.06
94.83,2.15,9.16,0.4,10.91,-1.35,12.66
94.88,2.17,8.97,0.47,10.67,-1.23,12.37
94.92,2.18,8.81,0.52,10.47,-1.14,12.13
94.96,2.19,8.67,0.57,10.29,-1.05,11.91
95.0,2.18,8.52,0.6,10.1,-0.99,11.69
95.04,2.18,8.4,0.63,9.95,-0.93,11.51
95.08,2.18,8.28,0.65,9.81,-0.88,11.34
95.13,2.17,8.18,0.67,9.68,-0.83,11.18
95.17,2.16,8.09,0.67,9.57,-0.81,11.05
95.21,2.15,8.01,0.68,9.48,-0.78,10.94
95.25,2.14,7.94,0.69,9.38,-0.76,10.83
95.29,2.13,7.89,0.69,9.33,-0.75,10.77
95.33,2.14,7.93,0.7,9.37,-0.75,10.82
95.38,2.18,8.04,0.71,9.51,-0.76,10.98
95.42,2.23,8.26,0.73,9.77,-0.78,11.28
95.46,2.27,8.59,0.69,10.18,-0.89,11.76
95.5,2.36,8.91,0.72,10.55,-0.92,12.19
95.54,2.37,9.24,0.65,10.96,-1.06,12.67
95.58,2.2,9.71,0.32,11.59,-1.55,13.47
95.63,1.88,10.22,-0.21,12.3,-2.29,14.39
95.67,1.72,10.4,-0.45,12.57,-2.62,14.74
95.71,1.82,10.18,-0.27,12.27,-2.36,14.36
95.75,2.01,9.77,0.07,11.71,-1.86,13.65
95.79,2.13,9.45,0.3,11.28,-1.54,13.11
95.83,2.16,9.19,0.4,10.95,-1.36,12.71
95.88,2.18,9.01,0.47,10.71,-1.23,12.42
95.92,2.19,8.85,0.52,10.52,-1.14,12.18
95.96,2.19,8.71,0.57,10.33,-1.06,11.96
96.0,2.19,8.56,0.59,10.16,-1,11.75
96.04,2.19,8.44,0.63,10,-0.94,11.56
96.08,2.18,8.32,0.65,9.86,-0.89,11.39
96.13,2.18,8.22,0.67,9.72,-0.84,11.23
96.17,2.16,8.13,0.67,9.62,-0.82,11.11
96.21,2.15,8.05,0.68,9.52,-0.79,11
96.25,2.15,7.97,0.69,9.43,-0.77,10.89
96.29,2.14,7.93,0.69,9.38,-0.76,10.82
96.33,2.15,7.97,0.69,9.42,-0.76,10.88
96.38,2.18,8.08,0.71,9.56,-0.77,11.03
96.42,2.23,8.32,0.7,9.85,-0.82,11.37
96.46,2.27,8.65,0.67,10.25,-0.92,11.84
96.5,2.35,8.98,0.7,10.64,-0.96,12.3
96.54,2.36,9.3,0.62,11.04,-1.11,12.77
96.58,2.19,9.78,0.29,11.67,-1.6,13.57
96.63,1.86,10.3,-0.25,12.41,-2.36,14.52
96.67,1.72,10.45,-0.46,12.63,-2.64,14.81
96.71,1.82,10.23,-0.28,12.33,-2.38,14.43
96.75,2.01,9.82,0.06,11.78,-1.89,13.73
96.79,2.13,9.5,0.28,11.35,-1.56,13.19
96.83,2.16,9.24,0.39,11.01,-1.38,12.78
96.88,2.18,9.06,0.46,10.78,-1.26,12.5
96.92,2.18,8.9,0.5,10.58,-1.17,12.26
96.96,2.19,8.75,0.55,10.39,-1.09,12.04
97.0,2.18,8.61,0.58,10.22,-1.03,11.82
97.04,2.19,8.49,0.61,10.07,-0.97,11.64
97.08,2.18,8.37,0.63,9.92,-0.92,11.46
97.13,2.17,8.27,0.65,9.79,-0.87,11.31
97.17,2.16,8.17,0.66,9.67,-0.84,11.17
97.21,2.15,8.09,0.67,9.57,-0.82,11.06
97.25,2.14,8.01,0.67,9.48,-0.8,10.95
97.29,2.13,7.97,0.67,9.43,-0.79,10.89
97.33,2.13,8,0.67,9.47,-0.8,10.94
97.38,2.18,8.13,0.69,9.62,-0.8,11.11
97.42,2.22,8.36,0.69,9.89,-0.85,11.42
97.46,2.26,8.7,0.65,10.31,-0.96,11.91
97.5,2.34,9.04,0.67,10.71,-1.01,12.39
97.54,2.34,9.39,0.58,11.16,-1.19,12.92
97.58,2.16,9.86,0.24,11.79,-1.69,13.71
97.63,1.84,10.39,-0.29,12.53,-2.43,14.66
97.67,1.7,10.52,-0.5,12.73,-2.7,14.93
97.71,1.81,10.29,-0.31,12.41,-2.43,14.53
97.75,2.01,9.88,0.04,11.85,-1.93,13.82
97.79,2.12,9.57,0.26,11.43,-1.61,13.29
97.83,2.15,9.31,0.36,11.1,-1.43,12.89
97.88,2.17,9.12,0.43,10.86,-1.31,12.59
97.92,2.18,8.96,0.48,10.65,-1.22,12.35
97.96,2.18,8.81,0.52,10.47,-1.14,12.13
98.0,2.18,8.67,0.55,10.29,-1.07,11.92
98.04,2.18,8.55,0.58,10.14,-1.01,11.73
98.08,2.17,8.42,0.6,9.99,-0.96,11.55
98.13,2.16,8.32,0.62,9.86,-0.92,11.4
98.17,2.15,8.22,0.63,9.74,-0.88,11.26
98.21,2.14,8.14,0.64,9.64,-0.86,11.14
98.25,2.12,8.05,0.64,9.54,-0.84,11.02
98.29,2.12,8.02,0.65,9.49,-0.83,10.97
98.33,2.12,8.05,0.64,9.53,-0.84,11.01
98.38,2.17,8.17,0.67,9.67,-0.84,11.17
98.42,2.21,8.39,0.67,9.94,-0.87,11.48
98.46,2.26,8.73,0.64,10.35,-0.98,11.97
98.5,2.35,9.07,0.66,10.76,-1.02,12.44
98.54,2.35,9.42,0.58,11.19,-1.19,12.96
98.58,2.17,9.9,0.23,11.83,-1.7,13.76
98.63,1.84,10.43,-0.31,12.58,-2.45,14.73
98.67,1.7,10.56,-0.51,12.78,-2.73,14.99
98.71,1.81,10.33,-0.32,12.46,-2.45,14.59
98.75,2.01,9.92,0.03,11.89,-1.94,13.87
98.79,2.13,9.59,0.26,11.46,-1.61,13.33
98.83,2.16,9.33,0.37,11.12,-1.43,12.91
98.88,2.18,9.14,0.44,10.88,-1.3,12.62
98.92,2.19,8.97,0.49,10.67,-1.21,12.36
98.96,2.19,8.82,0.53,10.48,-1.12,12.14
99.0,2.19,8.68,0.57,10.3,-1.06,11.92
99.04,2.19,8.55,0.6,10.13,-0.99,11.72
99.08,2.18,8.42,0.62,9.98,-0.94,11.54
99.13,2.18,8.32,0.65,9.85,-0.89,11.39
99.17,2.16,8.22,0.64,9.74,-0.87,11.25
99.21,2.15,8.14,0.66,9.63,-0.84,11.13
99.25,2.13,8.06,0.65,9.54,-0.83,11.02
99.29,2.13,8.01,0.66,9.49,-0.81,10.96
99.33,2.14,8.05,0.66,9.53,-0.81,11
99.38,2.18,8.18,0.68,9.67,-0.82,11.17
99.42,2.23,8.41,0.69,9.96,-0.86,11.51
99.46,2.27,8.76,0.65,10.38,-0.97,12
99.5,2.35,9.12,0.66,10.81,-1.04,12.51
99.54,2.35,9.48,0.56,11.27,-1.22,13.05
99.58,2.15,9.98,0.2,11.94,-1.76,13.89
99.63,1.81,10.52,-0.37,12.7,-2.55,14.88
99.67,1.67,10.66,-0.57,12.9,-2.82,15.15
99.71,1.79,10.41,-0.37,12.57,-2.52,14.72
99.75,1.99,10,-0.02,12,-2.02,14.01
99.79,2.11,9.66,0.22,11.55,-1.67,13.44
99.83,2.14,9.4,0.32,11.22,-1.49,13.03
99.88,2.17,9.2,0.41,10.96,-1.35,12.72
99.92,2.17,9.03,0.46,10.75,-1.26,12.47
99.96,2.18,8.88,0.5,10.56,-1.17,12.23
100.0,2.18,8.73,0.54,10.37,-1.1,12
100.04,2.18,8.59,0.58,10.2,-1.02,11.8
100.08,2.17,8.48,0.59,10.05,-0.98,11.63
100.12,2.17,8.37,0.62,9.92,-0.93,11.46
100.17,2.15,8.27,0.62,9.8,-0.91,11.33
100.21,2.14,8.18,0.63,9.69,-0.88,11.2
100.25,2.13,8.1,0.64,9.59,-0.85,11.08
100.29,2.13,8.05,0.65,9.53,-0.83,11.02
100.33,2.13,8.09,0.64,9.59,-0.86,11.08
100.38,2.18,8.22,0.67,9.73,-0.84,11.24
100.42,2.22,8.46,0.66,10.02,-0.9,11.58
100.46,2.28,8.82,0.64,10.46,-1,12.09
100.5,2.33,9.21,0.62,10.92,-1.1,12.64
100.54,2.33,9.59,0.52,11.4,-1.3,13.22
100.58,2.11,10.11,0.11,12.11,-1.89,14.12
100.62,1.78,10.66,-0.44,12.88,-2.66,15.1
100.67,1.63,10.8,-0.66,13.09,-2.95,15.39
100.71,1.75,10.55,-0.45,12.75,-2.65,14.96
100.75,1.96,10.13,-0.08,12.17,-2.12,14.22
100.79,2.09,9.79,0.17,11.71,-1.75,13.63
100.83,2.12,9.53,0.27,11.38,-1.58,13.23
100.88,2.15,9.32,0.36,11.11,-1.43,12.9
100.92,2.16,9.15,0.41,10.89,-1.33,12.64
100.96,2.17,8.99,0.47,10.69,-1.24,12.4
101.0,2.17,8.83,0.5,10.5,-1.16,12.16
101.04,2.17,8.7,0.54,10.33,-1.09,11.96
101.08,2.16,8.58,0.55,10.19,-1.05,11.79
101.12,2.16,8.47,0.58,10.04,-0.99,11.62
101.17,2.14,8.37,0.59,9.93,-0.97,11.49
101.21,2.14,8.28,0.6,9.82,-0.94,11.36
101.25,2.13,8.2,0.61,9.72,-0.91,11.24
101.29,2.12,8.16,0.61,9.67,-0.9,11.18
101.33,2.12,8.2,0.6,9.72,-0.92,11.24
101.38,2.17,8.32,0.64,9.86,-0.9,11.4
101.42,2.22,8.57,0.63,10.16,-0.96,11.74
101.46,2.27,8.93,0.6,10.6,-1.06,12.26
101.5,2.33,9.32,0.58,11.06,-1.16,12.81
101.54,2.32,9.71,0.48,11.55,-1.37,13.4
101.58,2.1,10.24,0.06,12.28,-1.97,14.31
101.62,1.77,10.78,-0.48,13.03,-2.73,15.28
101.67,1.63,10.91,-0.69,13.23,-3.01,15.55
101.71,1.75,10.66,-0.48,12.89,-2.71,15.12
101.75,1.96,10.24,-0.11,12.31,-2.18,14.38
101.79,2.09,9.89,0.14,11.84,-1.81,13.79
101.83,2.12,9.62,0.24,11.5,-1.64,13.38
101.88,2.14,9.41,0.33,11.23,-1.49,13.04
101.92,2.15,9.23,0.38,11,-1.39,12.77
101.96,2.17,9.07,0.44,10.8,-1.29,12.52
102.0,2.16,8.91,0.48,10.6,-1.21,12.28
102.04,2.17,8.77,0.52,10.42,-1.13,12.07
102.08,2.16,8.65,0.54,10.27,-1.09,11.89
102.12,2.16,8.52,0.57,10.12,-1.02,11.71
102.17,2.15,8.43,0.58,10,-0.99,11.57
102.21,2.14,8.33,0.59,9.88,-0.95,11.42
102.25,2.13,8.24,0.6,9.77,-0.92,11.3
102.29,2.13,8.2,0.61,9.71,-0.91,11.23
102.33,2.12,8.24,0.6,9.77,-0.93,11.29
102.38,2.18,8.36,0.64,9.91,-0.91,11.45
102.42,2.22,8.62,0.62,10.22,-0.98,11.82
102.46,2.28,8.99,0.6,10.67,-1.08,12.35
102.5,2.33,9.39,0.57,11.15,-1.19,12.91
102.54,2.33,9.8,0.46,11.67,-1.41,13.53
102.58,2.09,10.35,0.03,12.41,-2.04,14.48
102.62,1.77,10.88,-0.5,13.16,-2.78,15.44
102.67,1.63,11.01,-0.72,13.36,-3.06,15.7
102.71,1.75,10.76,-0.5,13.01,-2.76,15.26
102.75,1.96,10.33,-0.13,12.43,-2.22,14.52
102.79,2.09,9.98,0.12,11.95,-1.86,13.93
102.83,2.12,9.71,0.22,11.61,-1.68,13.5
102.88,2.14,9.49,0.31,11.33,-1.53,13.17
102.92,2.16,9.31,0.37,11.1,-1.42,12.89
102.96,2.17,9.15,0.42,10.89,-1.32,12.64
103.0,2.17,8.98,0.46,10.69,-1.24,12.39
103.04,2.17,8.84,0.51,10.5,-1.16,12.17
103.08,2.16,8.71,0.53,10.35,-1.11,11.98
103.12,2.17,8.58,0.56,10.19,-1.04,11.79
103.17,2.16,8.48,0.58,10.06,-1,11.64
103.21,2.15,8.38,0.6,9.94,-0.96,11.49
103.25,2.15,8.29,0.61,9.83,-0.92,11.36
103.29,2.14,8.24,0.62,9.77,-0.91,11.29
103.33,2.14,8.28,0.61,9.82,-0.93,11.35
103.38,2.2,8.41,0.65,9.96,-0.91,11.51
103.42,2.23,8.67,0.62,10.28,-0.98,11.88
103.46,2.3,9.05,0.61,10.73,-1.08,12.42
103.5,2.34,9.45,0.57,11.23,-1.21,13.01
103.54,2.34,9.86,0.46,11.74,-1.42,13.62
103.58,2.11,10.4,0.04,12.47,-2.03,14.55
103.62,1.81,10.92,-0.47,13.2,-2.75,15.47
103.67,1.66,11.04,-0.68,13.38,-3.02,15.73
103.71,1.78,10.8,-0.48,13.05,-2.74,15.31
103.75,1.98,10.38,-0.12,12.47,-2.21,14.57
103.79,2.11,10.02,0.13,12,-1.85,13.98
103.83,2.14,9.75,0.24,11.66,-1.67,13.56
103.88,2.16,9.54,0.32,11.38,-1.52,13.22
103.92,2.17,9.36,0.38,11.15,-1.42,12.95
103.96,2.19,9.19,0.44,10.94,-1.31,12.69
104.0,2.18,9.02,0.47,10.73,-1.24,12.45
104.04,2.19,8.88,0.52,10.55,-1.15,12.22
104.08,2.18,8.75,0.54,10.39,-1.1,12.03
104.12,2.19,8.62,0.58,10.23,-1.03,11.84
104.17,2.18,8.51,0.59,10.1,-0.99,11.68
104.21,2.18,8.41,0.62,9.97,-0.94,11.52
104.25,2.17,8.32,0.64,9.85,-0.9,11.39
104.29,2.17,8.27,0.64,9.8,-0.89,11.33
104.33,2.17,8.31,0.63,9.85,-0.91,11.38
104.38,2.22,8.44,0.66,9.99,-0.89,11.55
104.42,2.26,8.7,0.65,10.31,-0.96,11.92
104.46,2.32,9.09,0.62,10.78,-1.07,12.47
104.5,2.37,9.5,0.59,11.28,-1.19,13.06
104.54,2.37,9.92,0.48,11.81,-1.41,13.69
104.58,2.14,10.46,0.06,12.54,-2.02,14.62
104.62,1.83,10.97,-0.45,13.26,-2.74,15.54
104.67,1.7,11.08,-0.65,13.43,-3,15.78
104.71,1.8,10.84,-0.46,13.11,-2.72,15.37
104.75,2,10.43,-0.1,12.54,-2.21,14.65
104.79,2.13,10.09,0.14,12.08,-1.85,14.07
104.83,2.15,9.81,0.24,11.73,-1.68,13.65
104.88,2.18,9.6,0.32,11.46,-1.54,13.31
104.92,2.18,9.42,0.37,11.23,-1.44,13.04
104.96,2.2,9.25,0.44,11.01,-1.33,12.78
105.0,2.19,9.09,0.47,10.81,-1.26,12.54
105.04,2.2,8.94,0.51,10.63,-1.18,12.32
105.08,2.2,8.81,0.54,10.47,-1.11,12.12
105.12,2.2,8.68,0.58,10.3,-1.04,11.92
105.17,2.2,8.57,0.6,10.17,-0.99,11.76
105.21,2.2,8.47,0.63,10.04,-0.94,11.61
105.25,2.18,8.38,0.64,9.92,-0.91,11.47
105.29,2.18,8.33,0.64,9.87,-0.89,11.41
105.33,2.19,8.37,0.64,9.92,-0.9,11.46
105.38,2.24,8.51,0.67,10.07,-0.9,11.64
105.42,2.29,8.76,0.67,10.38,-0.95,12
105.46,2.33,9.16,0.62,10.86,-1.09,12.57
105.5,2.4,9.56,0.61,11.34,-1.17,13.13
105.54,2.4,9.96,0.51,11.85,-1.38,13.74
105.58,2.18,10.5,0.1,12.58,-1.98,14.66
105.62,1.86,11.01,-0.42,13.3,-2.71,15.58
105.67,1.74,11.1,-0.6,13.44,-2.93,15.78
105.71,1.85,10.86,-0.41,13.12,-2.66,15.37
105.75,2.04,10.46,-0.07,12.57,-2.17,14.67
105.79,2.14,10.13,0.15,12.12,-1.85,14.12
105.83,2.17,9.86,0.25,11.78,-1.67,13.7
105.88,2.2,9.65,0.33,11.51,-1.53,13.37
105.92,2.2,9.47,0.38,11.29,-1.44,13.11
105.96,2.21,9.3,0.44,11.08,-1.33,12.85
106.0,2.2,9.14,0.47,10.88,-1.27,12.61
106.04,2.21,9,0.52,10.7,-1.18,12.39
106.08,2.21,8.87,0.54,10.54,-1.12,12.2
106.12,2.21,8.74,0.58,10.37,-1.05,12.01
106.17,2.2,8.63,0.59,10.24,-1.02,11.85
106.21,2.2,8.53,0.62,10.11,-0.97,11.69
106.25,2.18,8.44,0.62,10,-0.95,11.57
106.29,2.19,8.39,0.64,9.95,-0.92,11.5
106.33,2.2,8.43,0.64,9.99,-0.92,11.55
106.38,2.25,8.56,0.67,10.14,-0.91,11.72
106.42,2.3,8.83,0.67,10.46,-0.96,12.09
106.46,2.33,9.24,0.6,10.97,-1.13,12.7
106.5,2.41,9.64,0.6,11.45,-1.21,13.26
106.54,2.4,10.06,0.48,11.97,-1.43,13.89
106.58,2.17,10.61,0.06,12.72,-2.05,14.82
106.62,1.85,11.11,-0.47,13.42,-2.79,15.74
106.67,1.74,11.2,-0.63,13.56,-2.99,15.93
106.71,1.85,10.95,-0.42,13.22,-2.7,15.5
106.75,2.03,10.55,-0.1,12.69,-2.23,14.82
106.79,2.14,10.21,0.12,12.23,-1.89,14.25
106.83,2.17,9.94,0.23,11.89,-1.71,13.83
106.88,2.2,9.73,0.31,11.61,-1.57,13.5
106.92,2.2,9.55,0.36,11.39,-1.47,13.22
106.96,2.21,9.38,0.42,11.17,-1.37,12.97
107.0,2.21,9.22,0.45,10.97,-1.3,12.72
107.04,2.21,9.08,0.49,10.8,-1.22,12.51
107.08,2.2,8.95,0.52,10.64,-1.17,12.33
107.12,2.21,8.82,0.55,10.48,-1.1,12.13
107.17,2.19,8.71,0.56,10.34,-1.07,11.97
107.21,2.19,8.61,0.58,10.21,-1.02,11.82
107.25,2.17,8.52,0.58,10.11,-1,11.69
107.29,2.18,8.47,0.61,10.05,-0.97,11.62
107.33,2.2,8.52,0.62,10.1,-0.96,11.68
107.38,2.24,8.65,0.64,10.25,-0.97,11.86
107.42,2.29,8.92,0.63,10.58,-1.02,12.23
107.46,2.32,9.33,0.56,11.09,-1.19,12.84
107.5,2.39,9.74,0.56,11.57,-1.28,13.41
107.54,2.39,10.16,0.44,12.11,-1.5,14.05
107.58,2.13,10.74,-0.02,12.9,-2.17,15.05
107.62,1.85,11.19,-0.48,13.53,-2.82,15.86
107.67,1.76,11.27,-0.62,13.64,-2.99,16.02
107.71,1.88,11.01,-0.4,13.29,-2.68,15.57
107.75,2.05,10.62,-0.09,12.76,-2.23,14.9
107.79,2.18,10.27,0.15,12.3,-1.87,14.32
107.83,2.2,10.01,0.24,11.96,-1.71,13.92
107.88,2.21,9.8,0.31,11.69,-1.58,13.59
107.92,2.21,9.62,0.36,11.47,-1.49,13.32
107.96,2.23,9.45,0.42,11.26,-1.39,13.06
108.0,2.22,9.28,0.45,11.05,-1.32,12.82
108.04,2.22,9.14,0.49,10.88,-1.24,12.61
108.08,2.21,9.02,0.51,10.72,-1.2,12.42
108.12,2.21,8.89,0.54,10.56,-1.13,12.23
108.17,2.2,8.78,0.56,10.42,-1.08,12.06
108.21,2.2,8.68,0.58,10.3,-1.04,11.92
108.25,2.19,8.59,0.59,10.19,-1.01,11.79
108.29,2.18,8.54,0.6,10.13,-0.99,11.72
108.33,2.19,8.59,0.59,10.19,-1.01,11.79
108.38,2.24,8.72,0.63,10.34,-0.99,11.96
108.42,2.29,8.99,0.61,10.66,-1.06,12.34
108.46,2.33,9.4,0.57,11.17,-1.2,12.94
108.5,2.4,9.82,0.54,11.67,-1.31,13.53
108.54,2.4,10.24,0.43,12.2,-1.53,14.16
108.58,2.15,10.81,-0.02,12.97,-2.18,15.13
108.62,1.89,11.26,-0.45,13.6,-2.8,15.94
108.67,1.78,11.33,-0.6,13.72,-2.99,16.1
108.71,1.92,11.06,-0.37,13.34,-2.66,15.63
108.75,2.09,10.68,-0.06,12.82,-2.21,14.97
108.79,2.19,10.35,0.15,12.39,-1.89,14.43
108.83,2.21,10.08,0.24,12.05,-1.72,14.02
108.88,2.23,9.87,0.32,11.78,-1.59,13.69
108.92,2.23,9.69,0.36,11.55,-1.5,13.42
108.96,2.24,9.52,0.42,11.34,-1.4,13.16
109.0,2.23,9.36,0.45,11.14,-1.33,12.92
109.04,2.23,9.21,0.49,10.96,-1.26,12.71
109.08,2.22,9.09,0.5,10.81,-1.22,12.53
109.12,2.22,8.96,0.54,10.65,-1.15,12.34
109.17,2.21,8.85,0.55,10.51,-1.11,12.17
109.21,2.2,8.75,0.57,10.39,-1.07,12.02
109.25,2.19,8.66,0.57,10.28,-1.05,11.9
109.29,2.19,8.62,0.58,10.23,-1.03,11.83
109.33,2.2,8.67,0.58,10.29,-1.04,11.9
109.38,2.25,8.8,0.61,10.43,-1.02,12.07
109.42,2.3,9.06,0.61,10.75,-1.08,12.44
109.46,2.35,9.47,0.57,11.25,-1.21,13.03
109.5,2.42,9.89,0.55,11.75,-1.32,13.62
109.54,2.41,10.31,0.43,12.29,-1.54,14.26
109.58,2.17,10.87,-0.01,13.05,-2.18,15.22
109.62,1.93,11.29,-0.41,13.63,-2.75,15.96
109.67,1.84,11.33,-0.53,13.71,-2.9,16.08
109.71,1.98,11.06,-0.29,13.33,-2.56,15.6
109.75,2.14,10.69,-0,12.83,-2.14,14.97
109.79,2.23,10.37,0.19,12.41,-1.84,14.44
109.83,2.25,10.11,0.28,12.08,-1.68,14.04
109.88,2.27,9.9,0.36,11.81,-1.54,13.72
109.92,2.27,9.72,0.4,11.59,-1.46,13.45
109.96,2.28,9.56,0.46,11.38,-1.36,13.2
110.0,2.27,9.4,0.48,11.18,-1.3,12.96
110.04,2.27,9.26,0.52,11,-1.23,12.75
110.08,2.25,9.13,0.53,10.85,-1.19,12.57
110.12,2.26,9.01,0.57,10.69,-1.12,12.38
110.17,2.25,8.89,0.59,10.55,-1.07,12.21
110.21,2.23,8.78,0.6,10.42,-1.04,12.06
110.25,2.21,8.7,0.59,10.32,-1.03,11.94
110.29,2.23,8.65,0.62,10.26,-0.98,11.87
110.33,2.23,8.7,0.61,10.32,-1,11.94
110.38,2.29,8.83,0.65,10.47,-0.98,12.1
110.42,2.36,9.09,0.67,10.78,-1.01,12.46
110.46,2.39,9.5,0.61,11.28,-1.17,13.06
110.5,2.47,9.91,0.6,11.78,-1.26,13.64
110.54,2.45,10.35,0.48,12.33,-1.5,14.31
110.58,2.21,10.93,0.03,13.12,-2.15,15.3
110.62,1.95,11.35,-0.4,13.7,-2.75,16.04
110.67,1.88,11.4,-0.5,13.78,-2.88,16.15
110.71,2,11.12,-0.28,13.41,-2.56,15.69
110.75,2.16,10.75,0.02,12.9,-2.13,15.05
110.79,2.27,10.42,0.23,12.46,-1.81,14.5
110.83,2.28,10.17,0.31,12.14,-1.66,14.11
110.88,2.3,9.95,0.38,11.86,-1.53,13.78
110.92,2.3,9.77,0.43,11.64,-1.44,13.51
110.96,2.31,9.6,0.49,11.43,-1.34,13.25
111.0,2.3,9.44,0.52,11.22,-1.27,13
111.04,2.3,9.3,0.55,11.05,-1.2,12.8
111.08,2.29,9.17,0.57,10.9,-1.16,12.62
111.12,2.29,9.04,0.6,10.73,-1.09,12.42
111.17,2.27,8.93,0.61,10.59,-1.06,12.26
111.21,2.26,8.82,0.62,10.47,-1.02,12.11
111.25,2.24,8.74,0.62,10.36,-1,11.98
111.29,2.25,8.69,0.64,10.3,-0.97,11.91
111.33,2.27,8.74,0.65,10.36,-0.97,11.98
111.38,2.32,8.87,0.68,10.51,-0.96,12.15
111.42,2.39,9.13,0.7,10.81,-0.98,12.5
111.46,2.42,9.54,0.64,11.32,-1.14,13.1
111.5,2.5,9.96,0.63,11.83,-1.23,13.7
111.54,2.49,10.4,0.51,12.38,-1.47,14.36
111.58,2.24,10.99,0.06,13.18,-2.13,15.36
111.62,1.97,11.42,-0.39,13.78,-2.75,16.14
111.67,1.9,11.47,-0.5,13.86,-2.89,16.26
111.71,2.02,11.19,-0.27,13.48,-2.57,15.77
111.75,2.19,10.8,0.04,12.95,-2.11,15.11
111.79,2.3,10.47,0.26,12.51,-1.79,14.55
111.83,2.31,10.21,0.33,12.18,-1.64,14.16
111.88,2.32,9.99,0.41,11.91,-1.51,13.82
111.92,2.32,9.81,0.45,11.69,-1.42,13.56
111.96,2.33,9.64,0.51,11.47,-1.32,13.3
112.0,2.32,9.48,0.53,11.27,-1.26,13.06
112.04,2.32,9.34,0.56,11.09,-1.19,12.85
112.08,2.3,9.21,0.57,10.94,-1.16,12.67
112.12,2.3,9.08,0.6,10.78,-1.1,12.48
112.17,2.28,8.97,0.61,10.64,-1.06,12.31
112.21,2.27,8.86,0.62,10.51,-1.03,12.16
112.25,2.25,8.77,0.62,10.4,-1.02,12.03
112.29,2.26,8.73,0.64,10.35,-0.98,11.96
112.33,2.27,8.77,0.65,10.4,-0.98,12.03
112.38,2.32,8.91,0.68,10.55,-0.97,12.2
112.42,2.4,9.17,0.71,10.86,-0.98,12.55
112.46,2.44,9.6,0.66,11.38,-1.13,13.17
112.5,2.53,10.02,0.66,11.9,-1.22,13.77
112.54,2.52,10.49,0.52,12.48,-1.47,14.47
112.58,2.24,11.13,0.01,13.35,-2.21,15.57
112.62,1.99,11.52,-0.4,13.9,-2.78,16.29
112.67,1.89,11.6,-0.54,14.03,-2.96,16.46
112.71,2.02,11.31,-0.3,13.63,-2.62,15.95
112.75,2.21,10.91,0.03,13.08,-2.14,15.26
112.79,2.32,10.56,0.26,12.62,-1.8,14.69
112.83,2.34,10.3,0.35,12.29,-1.64,14.28
112.88,2.35,10.08,0.42,12.01,-1.51,13.94
112.92,2.35,9.9,0.46,11.79,-1.43,13.67
