FRACHOURS, 2SIGMALO, 2SIGMAHI, 3SIGMALO, 3SIGMAHI, 4SIGMALO, 4SIGMAHI
86.63,-3.14,15.78,-7.87,20.51,-12.6,25.24
86.67,-3.06,14.94,-7.56,19.44,-12.06,23.94
86.71,-2.92,13.75,-7.08,17.91,-11.25,22.08
86.75,-2.84,12.48,-6.67,16.31,-10.51,20.15
86.79,-2.88,11.3,-6.43,14.85,-9.98,18.4
86.83,-2.92,10.32,-6.23,13.63,-9.53,16.94
86.88,-2.93,9.62,-6.07,12.75,-9.2,15.89
86.92,-2.95,9.06,-5.95,12.06,-8.95,15.07
86.96,-3.01,8.62,-5.91,11.52,-8.82,14.43
87.0,-3.08,8.24,-5.9,11.07,-8.73,13.9
87.04,-3.14,7.93,-5.91,10.7,-8.68,13.47
87.08,-3.2,7.66,-5.92,10.37,-8.63,13.09
87.13,-3.28,7.46,-5.97,10.14,-8.65,12.83
87.17,-3.36,7.28,-6.01,9.94,-8.67,12.6
87.21,-3.43,7.14,-6.08,9.78,-8.72,12.43
87.25,-3.51,7.04,-6.15,9.68,-8.79,12.31
87.29,-3.5,7.07,-6.14,9.71,-8.79,12.36
87.33,-3.28,7.43,-5.96,10.11,-8.64,12.79
87.38,-2.88,8.24,-5.67,11.02,-8.45,13.8
87.42,-2.52,9.57,-5.54,12.59,-8.57,15.62
87.46,-2.3,11.31,-5.7,14.71,-9.11,18.11
87.5,-2.31,13.26,-6.2,17.15,-10.09,21.04
87.54,-2.65,14.93,-7.04,19.32,-11.43,23.71
87.58,-2.98,15.8,-7.67,20.49,-12.36,25.18
87.63,-3.12,15.81,-7.86,20.55,-12.59,25.28
87.67,-3.03,14.95,-7.53,19.45,-12.02,23.94
87.71,-2.9,13.77,-7.07,17.94,-11.23,22.11
87.75,-2.84,12.53,-6.68,16.37,-10.53,20.21
87.79,-2.89,11.36,-6.46,14.92,-10.02,18.48
87.83,-2.94,10.39,-6.27,13.72,-9.6,17.05
87.88,-2.96,9.69,-6.12,12.86,-9.29,16.02
87.92,-2.98,9.15,-6.01,12.18,-9.05,15.21
87.96,-3.03,8.69,-5.96,11.62,-8.89,14.55
88.0,-3.1,8.3,-5.95,11.15,-8.8,13.99
88.04,-3.17,7.99,-5.95,10.77,-8.74,13.56
88.08,-3.22,7.7,-5.96,10.44,-8.69,13.17
88.13,-3.3,7.5,-6,10.2,-8.7,12.9
88.17,-3.38,7.32,-6.05,9.99,-8.72,12.66
88.21,-3.45,7.17,-6.11,9.82,-8.76,12.48
88.25,-3.52,7.06,-6.17,9.7,-8.81,12.34
88.29,-3.5,7.08,-6.15,9.73,-8.8,12.37
88.33,-3.27,7.44,-5.95,10.12,-8.63,12.8
88.38,-2.86,8.24,-5.63,11.01,-8.4,13.79
88.42,-2.49,9.56,-5.5,12.57,-8.51,15.58
88.46,-2.27,11.3,-5.67,14.7,-9.06,18.09
88.5,-2.29,13.25,-6.17,17.13,-10.06,21.02
88.54,-2.63,14.91,-7.01,19.3,-11.39,23.68
88.58,-2.95,15.76,-7.62,20.43,-12.3,25.11
88.63,-3.08,15.76,-7.79,20.47,-12.5,25.19
88.67,-2.99,14.9,-7.46,19.37,-11.93,23.85
88.71,-2.86,13.73,-7,17.88,-11.15,22.03
88.75,-2.8,12.5,-6.63,16.33,-10.45,20.16
88.79,-2.86,11.34,-6.41,14.89,-9.96,18.44
88.83,-2.92,10.37,-6.24,13.69,-9.56,17.01
88.88,-2.94,9.68,-6.1,12.84,-9.25,15.99
88.92,-2.97,9.14,-5.99,12.17,-9.02,15.2
88.96,-3.02,8.69,-5.95,11.62,-8.87,14.55
89.0,-3.09,8.3,-5.93,11.15,-8.78,14
89.04,-3.16,8,-5.95,10.79,-8.74,13.58
89.08,-3.22,7.72,-5.95,10.45,-8.69,13.19
89.13,-3.29,7.51,-5.99,10.22,-8.7,12.92
89.17,-3.37,7.32,-6.04,10,-8.71,12.67
89.21,-3.44,7.17,-6.1,9.83,-8.75,12.48
89.25,-3.51,7.06,-6.16,9.71,-8.8,12.35
89.29,-3.48,7.09,-6.13,9.74,-8.77,12.38
89.33,-3.24,7.46,-5.91,10.13,-8.58,12.8
89.38,-2.81,8.25,-5.57,11.01,-8.34,13.78
89.42,-2.43,9.57,-5.43,12.57,-8.44,15.58
89.46,-2.22,11.34,-5.61,14.73,-9,18.12
89.5,-2.24,13.3,-6.12,17.18,-10.01,21.07
89.54,-2.57,14.98,-6.96,19.36,-11.34,23.75
89.58,-2.89,15.83,-7.57,20.51,-12.25,25.19
89.63,-3.03,15.83,-7.74,20.54,-12.46,25.26
89.67,-2.94,14.96,-7.41,19.43,-11.89,23.91
89.71,-2.81,13.78,-6.96,17.93,-11.11,22.08
89.75,-2.76,12.54,-6.58,16.36,-10.41,20.19
89.79,-2.82,11.38,-6.37,14.93,-9.92,18.47
89.83,-2.88,10.41,-6.2,13.73,-9.52,17.05
89.88,-2.91,9.72,-6.06,12.88,-9.22,16.04
89.92,-2.94,9.18,-5.97,12.21,-9,15.24
89.96,-2.99,8.72,-5.92,11.65,-8.85,14.58
90.0,-3.06,8.34,-5.91,11.19,-8.76,14.04
90.04,-3.12,8.04,-5.91,10.83,-8.71,13.62
90.08,-3.18,7.76,-5.92,10.49,-8.65,13.23
90.13,-3.26,7.55,-5.96,10.26,-8.67,12.96
90.17,-3.33,7.37,-6.01,10.04,-8.68,12.71
90.21,-3.41,7.22,-6.06,9.87,-8.72,12.53
90.25,-3.48,7.11,-6.12,9.75,-8.77,12.4
90.29,-3.44,7.14,-6.09,9.79,-8.74,12.43
90.33,-3.19,7.52,-5.86,10.19,-8.54,12.87
90.38,-2.76,8.33,-5.53,11.1,-8.3,13.87
90.42,-2.37,9.67,-5.38,12.68,-8.39,15.69
90.46,-2.16,11.45,-5.56,14.85,-8.96,18.25
90.5,-2.16,13.42,-6.05,17.31,-9.95,21.21
90.54,-2.49,15.08,-6.88,19.47,-11.27,23.86
90.58,-2.8,15.92,-7.49,20.6,-12.17,25.29
90.63,-2.93,15.91,-7.64,20.62,-12.35,25.33
90.67,-2.86,15.04,-7.34,19.52,-11.82,24
90.71,-2.75,13.86,-6.9,18.01,-11.05,22.17
90.75,-2.7,12.62,-6.53,16.45,-10.36,20.28
90.79,-2.76,11.45,-6.31,15,-9.86,18.55
90.83,-2.82,10.47,-6.14,13.79,-9.46,17.11
90.88,-2.85,9.78,-6.01,12.93,-9.16,16.09
90.92,-2.89,9.24,-5.92,12.27,-8.95,15.3
90.96,-2.94,8.78,-5.88,11.71,-8.81,14.64
91.0,-3.01,8.39,-5.86,11.24,-8.71,14.09
91.04,-3.08,8.09,-5.87,10.88,-8.67,13.67
91.08,-3.14,7.8,-5.87,10.54,-8.61,13.28
91.13,-3.22,7.6,-5.92,10.3,-8.62,13.01
91.17,-3.29,7.41,-5.97,10.09,-8.65,12.77
91.21,-3.37,7.26,-6.03,9.92,-8.68,12.57
91.25,-3.44,7.14,-6.08,9.79,-8.73,12.43
91.29,-3.39,7.17,-6.03,9.82,-8.68,12.46
91.33,-3.13,7.56,-5.8,10.23,-8.47,12.9
91.38,-2.69,8.37,-5.46,11.14,-8.22,13.9
91.42,-2.3,9.72,-5.31,12.73,-8.32,15.73
91.46,-2.09,11.52,-5.5,14.92,-8.9,18.33
91.5,-2.11,13.49,-6.01,17.4,-9.91,21.3
91.54,-2.44,15.15,-6.84,19.55,-11.24,23.95
91.58,-2.75,15.98,-7.43,20.67,-12.12,25.35
91.63,-2.87,15.95,-7.58,20.65,-12.28,25.35
91.67,-2.82,15.09,-7.29,19.57,-11.77,24.05
91.71,-2.71,13.91,-6.87,18.06,-11.02,22.21
91.75,-2.66,12.66,-6.49,16.49,-10.32,20.32
91.79,-2.72,11.48,-6.27,15.03,-9.82,18.58
91.83,-2.77,10.49,-6.08,13.8,-9.4,17.12
91.88,-2.8,9.79,-5.95,12.94,-9.09,16.09
91.92,-2.83,9.25,-5.85,12.27,-8.87,15.29
91.96,-2.88,8.79,-5.8,11.7,-8.72,14.62
92.0,-2.95,8.4,-5.78,11.23,-8.62,14.07
92.04,-3.02,8.09,-5.8,10.87,-8.57,13.65
92.08,-3.09,7.81,-5.81,10.53,-8.53,13.26
92.13,-3.17,7.6,-5.87,10.29,-8.56,12.99
92.17,-3.25,7.41,-5.92,10.08,-8.58,12.74
92.21,-3.33,7.26,-5.98,9.9,-8.62,12.55
92.25,-3.4,7.14,-6.03,9.77,-8.67,12.41
92.29,-3.36,7.18,-5.99,9.82,-8.63,12.45
92.33,-3.1,7.59,-5.77,10.27,-8.44,12.94
92.38,-2.67,8.44,-5.45,11.21,-8.23,13.99
92.42,-2.29,9.8,-5.32,12.83,-8.34,15.85
92.46,-2.08,11.61,-5.51,15.04,-8.93,18.46
92.5,-2.09,13.6,-6.01,17.52,-9.93,21.44
92.54,-2.42,15.27,-6.84,19.69,-11.26,24.11
92.58,-2.72,16.09,-7.43,20.8,-12.13,25.5
92.63,-2.85,16.06,-7.57,20.78,-12.3,25.51
92.67,-2.77,15.18,-7.26,19.67,-11.75,24.16
92.71,-2.67,14,-6.84,18.17,-11.01,22.34
92.75,-2.63,12.75,-6.48,16.6,-10.32,20.44
92.79,-2.7,11.57,-6.26,15.13,-9.83,18.7
92.83,-2.75,10.56,-6.08,13.89,-9.41,17.22
92.88,-2.79,9.86,-5.95,13.02,-9.11,16.19
92.92,-2.82,9.31,-5.85,12.35,-8.89,15.38
92.96,-2.87,8.84,-5.8,11.77,-8.72,14.7
93.0,-2.94,8.45,-5.79,11.3,-8.63,14.15
93.04,-3.01,8.15,-5.8,10.94,-8.59,13.73
93.08,-3.08,7.86,-5.82,10.6,-8.56,13.33
93.13,-3.17,7.65,-5.88,10.35,-8.58,13.06
93.17,-3.25,7.46,-5.93,10.14,-8.61,12.82
93.21,-3.33,7.3,-5.99,9.96,-8.65,12.61
93.25,-3.4,7.18,-6.05,9.82,-8.69,12.47
93.29,-3.35,7.23,-6,9.87,-8.64,12.52
93.33,-3.08,7.64,-5.75,10.32,-8.43,13
93.38,-2.64,8.5,-5.42,11.28,-8.2,14.07
93.42,-2.25,9.88,-5.28,12.92,-8.31,15.95
93.46,-2.02,11.7,-5.45,15.12,-8.87,18.55
93.5,-2.01,13.69,-5.93,17.61,-9.86,21.53
93.54,-2.33,15.37,-6.75,19.79,-11.18,24.22
93.58,-2.62,16.21,-7.33,20.92,-12.04,25.63
93.63,-2.75,16.19,-7.48,20.92,-12.21,25.66
93.67,-2.67,15.31,-7.16,19.8,-11.66,24.29
93.71,-2.59,14.13,-6.76,18.31,-10.94,22.49
93.75,-2.55,12.89,-6.41,16.75,-10.27,20.61
93.79,-2.62,11.7,-6.21,15.28,-9.79,18.86
93.83,-2.69,10.69,-6.04,14.04,-9.38,17.38
93.88,-2.74,9.99,-5.92,13.17,-9.1,16.35
93.92,-2.77,9.45,-5.83,12.5,-8.88,15.56
93.96,-2.82,8.98,-5.77,11.93,-8.72,14.88
94.0,-2.9,8.59,-5.78,11.46,-8.65,14.33
94.04,-2.99,8.28,-5.8,11.1,-8.62,13.91
94.08,-3.05,7.98,-5.81,10.74,-8.56,13.5
94.13,-3.13,7.76,-5.85,10.48,-8.58,13.21
94.17,-3.21,7.57,-5.91,10.26,-8.61,12.96
94.21,-3.29,7.41,-5.97,10.08,-8.64,12.75
94.25,-3.36,7.29,-6.03,9.95,-8.69,12.61
94.29,-3.3,7.35,-5.96,10.01,-8.63,12.67
94.33,-3.01,7.76,-5.7,10.45,-8.4,13.14
94.38,-2.56,8.63,-5.36,11.43,-8.15,14.23
94.42,-2.16,10.03,-5.21,13.08,-8.25,16.13
94.46,-1.92,11.86,-5.37,15.31,-8.81,18.76
94.5,-1.91,13.89,-5.86,17.83,-9.81,21.78
94.54,-2.23,15.58,-6.68,20.04,-11.14,24.49
94.58,-2.53,16.43,-7.27,21.18,-12.01,25.92
94.63,-2.66,16.39,-7.42,21.15,-12.18,25.91
94.67,-2.59,15.49,-7.11,20.01,-11.63,24.53
94.71,-2.52,14.31,-6.72,18.52,-10.93,22.72
94.75,-2.48,13.05,-6.36,16.94,-10.25,20.82
94.79,-2.56,11.86,-6.16,15.46,-9.76,19.06
94.83,-2.63,10.83,-6,14.2,-9.36,17.57
94.88,-2.68,10.12,-5.88,13.32,-9.08,16.52
94.92,-2.72,9.57,-5.79,12.64,-8.86,15.71
94.96,-2.77,9.09,-5.73,12.05,-8.69,15.02
95.0,-2.85,8.69,-5.73,11.58,-8.62,14.46
95.04,-2.93,8.38,-5.76,11.21,-8.58,14.03
95.08,-2.99,8.08,-5.76,10.84,-8.52,13.61
95.13,-3.08,7.85,-5.81,10.58,-8.54,13.31
95.17,-3.16,7.65,-5.86,10.36,-8.57,13.06
95.21,-3.24,7.49,-5.92,10.17,-8.6,12.85
95.25,-3.3,7.37,-5.97,10.04,-8.64,12.71
95.29,-3.24,7.43,-5.91,10.1,-8.58,12.77
95.33,-2.95,7.87,-5.66,10.58,-8.36,13.28
95.38,-2.51,8.77,-5.33,11.59,-8.15,14.41
95.42,-2.11,10.19,-5.19,13.27,-8.27,16.35
95.46,-1.89,12.05,-5.37,15.53,-8.85,19.02
95.5,-1.87,14.08,-5.86,18.07,-9.85,22.06
95.54,-2.18,15.76,-6.67,20.25,-11.15,24.73
95.58,-2.46,16.59,-7.22,21.35,-11.98,26.11
95.63,-2.58,16.53,-7.35,21.3,-12.13,26.08
95.67,-2.51,15.62,-7.04,20.16,-11.57,24.69
95.71,-2.44,14.44,-6.66,18.66,-10.88,22.88
95.75,-2.4,13.18,-6.29,17.07,-10.19,20.96
95.79,-2.48,11.98,-6.09,15.59,-9.7,19.2
95.83,-2.56,10.95,-5.93,14.33,-9.31,17.71
95.88,-2.61,10.24,-5.82,13.45,-9.03,16.66
95.92,-2.65,9.68,-5.73,12.76,-8.81,15.84
95.96,-2.7,9.19,-5.67,12.16,-8.64,15.13
96.0,-2.77,8.77,-5.66,11.66,-8.55,14.55
96.04,-2.85,8.45,-5.68,11.27,-8.5,14.1
96.08,-2.91,8.13,-5.67,10.9,-8.44,13.66
96.13,-3,7.9,-5.73,10.63,-8.45,13.36
96.17,-3.09,7.71,-5.79,10.4,-8.49,13.1
96.21,-3.16,7.53,-5.84,10.2,-8.51,12.88
96.25,-3.22,7.4,-5.88,10.06,-8.54,12.72
96.29,-3.16,7.48,-5.81,10.14,-8.47,12.79
96.33,-2.87,7.95,-5.58,10.65,-8.28,13.36
96.38,-2.44,8.89,-5.27,11.72,-8.1,14.56
96.42,-2.08,10.38,-5.19,13.49,-8.3,16.61
96.46,-1.87,12.3,-5.42,15.84,-8.96,19.39
96.5,-1.87,14.38,-5.93,18.44,-10,22.51
96.54,-2.16,16.08,-6.72,20.64,-11.28,25.2
96.58,-2.41,16.87,-7.23,21.69,-12.06,26.51
96.63,-2.5,16.77,-7.32,21.59,-12.14,26.41
96.67,-2.42,15.83,-6.99,20.4,-11.55,24.96
96.71,-2.35,14.63,-6.6,18.87,-10.85,23.12
96.75,-2.32,13.35,-6.23,17.26,-10.15,21.18
96.79,-2.4,12.12,-6.03,15.75,-9.66,19.38
96.83,-2.48,11.08,-5.87,14.47,-9.26,17.86
96.88,-2.54,10.34,-5.76,13.57,-8.98,16.79
96.92,-2.58,9.77,-5.67,12.86,-8.75,15.94
96.96,-2.63,9.26,-5.6,12.23,-8.57,15.2
97.0,-2.71,8.84,-5.59,11.72,-8.48,14.61
97.04,-2.79,8.5,-5.62,11.33,-8.44,14.15
97.08,-2.87,8.19,-5.63,10.95,-8.39,13.71
97.13,-2.96,7.95,-5.69,10.68,-8.42,13.4
97.17,-3.06,7.75,-5.76,10.45,-8.47,13.15
97.21,-3.15,7.58,-5.83,10.26,-8.52,12.94
97.25,-3.22,7.45,-5.89,10.11,-8.55,12.78
97.29,-3.14,7.53,-5.81,10.2,-8.48,12.87
97.33,-2.84,8.01,-5.56,10.73,-8.27,13.44
97.38,-2.38,8.99,-5.23,11.83,-8.07,14.67
97.42,-2.02,10.53,-5.16,13.67,-8.3,16.81
97.46,-1.83,12.52,-5.41,16.1,-9,19.69
97.5,-1.84,14.65,-5.97,18.77,-10.09,22.89
97.54,-2.14,16.38,-6.77,21.01,-11.41,25.64
97.58,-2.39,17.18,-7.29,22.08,-12.18,26.97
97.63,-2.46,17.06,-7.35,21.94,-12.23,26.82
97.67,-2.39,16.09,-7.01,20.71,-11.63,25.33
97.71,-2.32,14.86,-6.61,19.15,-10.9,23.45
97.75,-2.27,13.55,-6.23,17.5,-10.18,21.46
97.79,-2.35,12.28,-6,15.94,-9.66,19.6
97.83,-2.43,11.21,-5.84,14.62,-9.25,18.03
97.88,-2.49,10.47,-5.74,13.71,-8.98,16.95
97.92,-2.53,9.88,-5.63,12.98,-8.73,16.08
97.96,-2.58,9.34,-5.56,12.33,-8.54,15.31
98.0,-2.66,8.9,-5.55,11.79,-8.43,14.68
98.04,-2.76,8.56,-5.58,11.39,-8.41,14.22
98.08,-2.83,8.24,-5.6,11.01,-8.37,13.78
98.13,-2.94,8,-5.68,10.74,-8.41,13.48
98.17,-3.04,7.81,-5.76,10.52,-8.47,13.23
98.21,-3.14,7.63,-5.84,10.33,-8.53,13.02
98.25,-3.21,7.51,-5.89,10.19,-8.57,12.87
98.29,-3.13,7.61,-5.81,10.29,-8.5,12.97
98.33,-2.82,8.14,-5.57,10.88,-8.31,13.62
98.38,-2.36,9.17,-5.25,12.05,-8.13,14.93
98.42,-2.03,10.8,-5.24,14,-8.44,17.21
98.46,-1.86,12.88,-5.55,16.56,-9.23,20.25
98.5,-1.89,15.1,-6.14,19.34,-10.39,23.59
98.54,-2.17,16.84,-6.93,21.6,-11.68,26.35
98.58,-2.43,17.65,-7.45,22.67,-12.47,27.69
98.63,-2.5,17.51,-7.5,22.51,-12.5,27.52
98.67,-2.4,16.49,-7.13,21.22,-11.85,25.94
98.71,-2.32,15.2,-6.7,19.57,-11.08,23.95
98.75,-2.27,13.85,-6.3,17.88,-10.33,21.9
98.79,-2.34,12.56,-6.07,16.28,-9.79,20.01
98.83,-2.42,11.44,-5.89,14.91,-9.36,18.38
98.88,-2.48,10.67,-5.77,13.95,-9.06,17.24
98.92,-2.52,10.05,-5.66,13.19,-8.8,16.33
98.96,-2.56,9.5,-5.58,12.52,-8.6,15.54
99.0,-2.64,9.04,-5.57,11.97,-8.49,14.89
99.04,-2.74,8.69,-5.6,11.55,-8.46,14.41
99.08,-2.82,8.36,-5.62,11.16,-8.41,13.95
99.13,-2.92,8.11,-5.68,10.86,-8.44,13.62
99.17,-3.03,7.9,-5.76,10.64,-8.49,13.37
99.21,-3.13,7.73,-5.84,10.44,-8.55,13.15
99.25,-3.2,7.6,-5.9,10.3,-8.6,13
99.29,-3.11,7.72,-5.82,10.42,-8.52,13.13
99.33,-2.8,8.28,-5.57,11.05,-8.33,13.82
99.38,-2.33,9.35,-5.25,12.27,-8.18,15.19
99.42,-2,11.04,-5.26,14.3,-8.53,17.57
99.46,-1.85,13.22,-5.62,16.99,-9.38,20.76
99.5,-1.91,15.54,-6.28,19.9,-10.64,24.26
99.54,-2.2,17.33,-7.09,22.22,-11.97,27.1
99.58,-2.44,18.14,-7.59,23.28,-12.73,28.43
99.63,-2.49,17.97,-7.6,23.09,-12.71,28.2
99.67,-2.39,16.93,-7.22,21.76,-12.05,26.59
99.71,-2.29,15.59,-6.76,20.06,-11.23,24.53
99.75,-2.23,14.19,-6.33,18.3,-10.44,22.4
99.79,-2.3,12.87,-6.09,16.66,-9.89,20.46
99.83,-2.38,11.72,-5.91,15.24,-9.44,18.77
99.88,-2.44,10.91,-5.78,14.24,-9.11,17.58
99.92,-2.47,10.27,-5.66,13.45,-8.84,16.64
99.96,-2.53,9.7,-5.58,12.76,-8.64,15.81
100.0,-2.6,9.22,-5.56,12.18,-8.52,15.14
100.04,-2.7,8.86,-5.59,11.75,-8.48,14.64
100.08,-2.78,8.52,-5.6,11.34,-8.43,14.17
100.12,-2.88,8.26,-5.67,11.04,-8.45,13.83
100.17,-2.99,8.05,-5.74,10.81,-8.5,13.57
100.21,-3.09,7.87,-5.83,10.61,-8.57,13.35
100.25,-3.17,7.75,-5.89,10.48,-8.62,13.21
100.29,-3.08,7.88,-5.82,10.62,-8.56,13.36
100.33,-2.77,8.5,-5.59,11.31,-8.41,14.13
100.38,-2.33,9.63,-5.32,12.62,-8.31,15.61
100.42,-2.03,11.41,-5.39,14.77,-8.75,18.13
100.46,-1.9,13.68,-5.79,17.57,-9.69,21.46
100.5,-1.98,16.04,-6.48,20.55,-10.99,25.05
100.54,-2.25,17.85,-7.28,22.88,-12.31,27.91
100.58,-2.46,18.63,-7.73,23.9,-13,29.17
100.62,-2.49,18.43,-7.72,23.66,-12.95,28.89
100.67,-2.39,17.36,-7.33,22.29,-12.26,27.23
100.71,-2.28,15.97,-6.85,20.54,-11.41,25.1
100.75,-2.22,14.54,-6.41,18.73,-10.59,22.92
100.79,-2.29,13.18,-6.16,17.05,-10.02,20.91
100.83,-2.38,11.99,-5.97,15.59,-9.57,19.18
100.88,-2.44,11.15,-5.83,14.55,-9.23,17.95
100.92,-2.47,10.49,-5.71,13.72,-8.95,16.96
100.96,-2.52,9.89,-5.63,13,-8.73,16.1
101.0,-2.59,9.4,-5.59,12.39,-8.59,15.39
101.04,-2.69,9.01,-5.61,11.93,-8.53,14.85
101.08,-2.77,8.64,-5.62,11.49,-8.47,14.35
101.12,-2.86,8.36,-5.67,11.17,-8.48,13.98
101.17,-2.96,8.14,-5.74,10.92,-8.51,13.69
101.21,-3.06,7.95,-5.81,10.7,-8.56,13.46
101.25,-3.13,7.83,-5.87,10.57,-8.62,13.31
101.29,-3.04,7.98,-5.8,10.73,-8.55,13.49
101.33,-2.74,8.63,-5.58,11.47,-8.42,14.31
101.38,-2.31,9.83,-5.34,12.86,-8.38,15.89
101.42,-2.04,11.7,-5.48,15.13,-8.91,18.57
101.46,-1.95,14.08,-5.96,18.09,-9.97,22.1
101.5,-2.05,16.53,-6.69,21.17,-11.34,25.81
101.54,-2.32,18.38,-7.49,23.55,-12.67,28.72
101.58,-2.51,19.12,-7.92,24.53,-13.32,29.94
101.62,-2.54,18.88,-7.9,24.24,-13.25,29.6
101.67,-2.44,17.78,-7.49,22.84,-12.55,27.89
101.71,-2.34,16.36,-7.01,21.03,-11.69,25.71
101.75,-2.26,14.89,-6.54,19.17,-10.83,23.46
101.79,-2.31,13.48,-6.26,17.42,-10.2,21.37
101.83,-2.38,12.24,-6.04,15.9,-9.69,19.55
101.88,-2.42,11.37,-5.87,14.82,-9.32,18.27
101.92,-2.45,10.68,-5.74,13.97,-9.02,17.25
101.96,-2.49,10.07,-5.64,13.21,-8.78,16.35
102.0,-2.56,9.55,-5.59,12.57,-8.62,15.6
102.04,-2.64,9.14,-5.59,12.09,-8.53,15.03
102.08,-2.71,8.76,-5.58,11.63,-8.44,14.5
102.12,-2.81,8.49,-5.63,11.31,-8.46,14.14
102.17,-2.91,8.27,-5.71,11.07,-8.5,13.86
102.21,-3.01,8.08,-5.79,10.86,-8.56,13.63
102.25,-3.09,7.96,-5.85,10.72,-8.61,13.49
102.29,-3,8.12,-5.78,10.9,-8.56,13.68
102.33,-2.69,8.8,-5.56,11.67,-8.44,14.54
102.38,-2.26,10.01,-5.33,13.08,-8.4,16.14
102.42,-2,11.91,-5.48,15.39,-8.96,18.87
102.46,-1.93,14.36,-6.01,18.44,-10.08,22.51
102.5,-2.05,16.83,-6.77,21.55,-11.49,26.27
102.54,-2.31,18.67,-7.56,23.92,-12.81,29.17
102.58,-2.5,19.4,-7.98,24.88,-13.45,30.35
102.62,-2.53,19.15,-7.95,24.57,-13.36,29.98
102.67,-2.42,18.03,-7.54,23.15,-12.65,28.26
102.71,-2.32,16.59,-7.04,21.32,-11.77,26.04
102.75,-2.23,15.07,-6.55,19.39,-10.88,23.71
102.79,-2.26,13.63,-6.24,17.6,-10.21,21.57
102.83,-2.33,12.38,-6.01,16.06,-9.69,19.73
102.88,-2.38,11.5,-5.85,14.97,-9.33,18.44
102.92,-2.42,10.82,-5.73,14.13,-9.04,17.44
102.96,-2.47,10.21,-5.64,13.38,-8.81,16.55
103.0,-2.53,9.67,-5.58,12.72,-8.63,15.77
103.04,-2.6,9.25,-5.56,12.21,-8.53,15.18
103.08,-2.68,8.88,-5.57,11.77,-8.46,14.65
103.12,-2.78,8.6,-5.62,11.45,-8.47,14.3
103.17,-2.88,8.39,-5.7,11.2,-8.52,14.02
103.21,-2.99,8.2,-5.79,11,-8.59,13.8
103.25,-3.07,8.09,-5.86,10.88,-8.64,13.67
103.29,-2.97,8.26,-5.78,11.07,-8.59,13.88
103.33,-2.65,8.92,-5.55,11.82,-8.44,14.71
103.38,-2.21,10.12,-5.29,13.2,-8.37,16.28
103.42,-1.93,12,-5.42,15.48,-8.9,18.97
103.46,-1.86,14.44,-5.93,18.52,-10.01,22.6
103.5,-1.97,16.91,-6.69,21.63,-11.41,26.35
103.54,-2.22,18.74,-7.47,23.98,-12.71,29.22
103.58,-2.39,19.45,-7.84,24.91,-13.3,30.37
103.62,-2.4,19.19,-7.8,24.59,-13.2,29.99
103.67,-2.31,18.08,-7.4,23.18,-12.5,28.27
103.71,-2.21,16.64,-6.92,21.35,-11.63,26.06
103.75,-2.12,15.1,-6.43,19.41,-10.74,23.71
103.79,-2.17,13.65,-6.12,17.6,-10.08,21.56
103.83,-2.25,12.39,-5.91,16.06,-9.58,19.72
103.88,-2.31,11.51,-5.76,14.96,-9.22,18.42
103.92,-2.35,10.82,-5.64,14.11,-8.93,17.4
103.96,-2.41,10.2,-5.56,13.35,-8.71,16.51
104.0,-2.46,9.66,-5.49,12.69,-8.52,15.72
104.04,-2.55,9.24,-5.49,12.18,-8.44,15.13
104.08,-2.63,8.86,-5.51,11.74,-8.38,14.61
104.12,-2.73,8.59,-5.56,11.42,-8.39,14.25
104.17,-2.84,8.38,-5.65,11.18,-8.45,13.99
104.21,-2.96,8.19,-5.74,10.98,-8.53,13.77
104.25,-3.03,8.08,-5.81,10.85,-8.59,13.63
104.29,-2.93,8.26,-5.72,11.06,-8.52,13.85
104.33,-2.6,8.94,-5.48,11.83,-8.37,14.72
104.38,-2.13,10.16,-5.21,13.23,-8.28,16.3
104.42,-1.85,12.07,-5.33,15.55,-8.81,19.03
104.46,-1.77,14.56,-5.86,18.65,-9.94,22.73
104.5,-1.89,17.09,-6.64,21.84,-11.38,26.58
104.54,-2.13,18.94,-7.4,24.21,-12.67,29.47
104.58,-2.3,19.67,-7.79,25.17,-13.28,30.66
104.62,-2.32,19.42,-7.75,24.86,-13.19,30.29
104.67,-2.22,18.3,-7.35,23.43,-12.48,28.55
104.71,-2.13,16.84,-6.87,21.59,-11.61,26.33
104.75,-2.06,15.28,-6.4,19.62,-10.73,23.95
104.79,-2.11,13.8,-6.09,17.78,-10.07,21.76
104.83,-2.2,12.52,-5.88,16.2,-9.56,19.88
104.88,-2.27,11.61,-5.74,15.08,-9.21,18.56
104.92,-2.31,10.91,-5.61,14.21,-8.92,17.52
104.96,-2.37,10.29,-5.53,13.46,-8.7,16.62
105.0,-2.44,9.75,-5.48,12.8,-8.53,15.84
105.04,-2.52,9.32,-5.48,12.29,-8.45,15.25
105.08,-2.62,8.95,-5.51,11.84,-8.4,14.73
105.12,-2.71,8.66,-5.55,11.51,-8.4,14.35
105.17,-2.82,8.43,-5.63,11.25,-8.44,14.06
105.21,-2.93,8.24,-5.72,11.03,-8.51,13.82
105.25,-2.99,8.12,-5.77,10.89,-8.55,13.67
105.29,-2.86,8.29,-5.64,11.07,-8.43,13.86
105.33,-2.48,8.98,-5.35,11.84,-8.22,14.71
105.38,-2.01,10.24,-5.07,13.3,-8.13,16.36
